department,job_title,salary,nb_months
QCP - Capital Planning & Devlp,Sustainability Program Coord,75e3,12
CLA - School of Public Policy,Professor,127710,9
CLA - School of Public Policy,Professor,153702,9
SMB - Microbiology (Science),Professor,152100,12
AFW - Fisheries and Wildlife,Research Associate (Post Doc),53748,12
ATX - Enviro / Molecular Toxic,Faculty Research Assistant,47004,12
BUS - College of Business Dept,Program Manager,52008,12
RDR - Genome Research/Biocomp,Faculty Research Assistant,46728,12
SCH - Chemistry,Faculty Research Assistant,6e4,12
HHS - Hlth Hum Sci SW Outreach,Motorcycle Safety Instructor,38472,12
"CLA - Sch Lang, Culture & Soc",Assistant Professor,76347,9
EMM - Sch of Mech/Ind/Mfg Engr,Assistant Professor,108189,9
ATX - Enviro / Molecular Toxic,Research Program Coordinator,61932,12
"OAS - Earth, Ocean & Atmo Sci",Associate Professor (Sr Res),88104,12
ABE - Biol & Ecol Engineering,Professor,137808,12
MHD - Dining Centers,Manager-Banquet,55380,12
RIP - VP for Research,Professor,149868,9
EMM - Sch of Mech/Ind/Mfg Engr,Professor,171594,9
JIS - Client Services,IS Consultant,74052,12
ECC - Sch of Civil/Constr Engr,Assistant Professor,91062,9
HHS - Sch of Bio/Pop Hlth Sci,Dir-Bone Research Lab,148482,9
AGD - Ag Sci Computer Services,Administrator 2-IT Technical,101304,12
ABP - Ag Botany / Plant Path,Professor,166374,9
ABE - Biol & Ecol Engineering,Assistant Professor (Sr Res),68976,12
ASC - Animal & Rnglnd Sciences,Assistant Professor,90747,9
RDR - Linus Pauling Institute,Clinical Research Nurse Coord,74556,12
***Change to 104000 eff 7/1/19,Coach-Student Success,54768,12
YIA - Intercolleg Athletics,Asst AD-Compliance,65004,12
ABE - Biol & Ecol Engineering,Assistant Professor (Sr Res),76536,12
AAR - Applied Economics,Assistant Professor (Sr Res),83736,12
CLA - Sch of Arts & Comm,Academic Advisor,41940,12
CLA - Liberal Arts Admin,Interim Director,128820,12
YIA - Intercolleg Athletics,Asst Trainer-Athletics,50208,12
"OAS - Earth, Ocean & Atmo Sci",Senior Faculty Research Asst 1,67380,12
XEM - Financial Aid,Assistant Director,53784,12
RDR - Linus Pauling Institute,Director - Linus Pauling,275016,12
AHT - Horticulture,Senior Faculty Research Asst I,54144,12
"OAS - Earth, Ocean & Atmo Sci",Assistant Professor,105852,12
YIA - Intercolleg Athletics,Dir-FB Ops/Chief of Staff,206016,12
FOR - College of Forestry Adm,Dir-Forestry Com Res,106032,12
VBS - Vet Biomedical Science,Research Associate,6e4,12
MHD - Univ Housing and Dining,Coord - Scho Hous & Res Conf,53004,12
VCS - Vet Clinical Sciences,Associate Professor (Clinical),131208,12
HHS - Faculty/Staff Fitness,FSF Instructor,51984,12
HHS - Faculty/Staff Fitness,FSF Instructor,41580,12
DLB - Library,Assistant Professor,63168,12
NPM - Printing & Mailing Svcs,Operations Manager,52008,12
HHS - EXT Fam/CommHlth OnCmps,Coord-FCH Gerontology Outreach,49740,12
RDR - Linus Pauling Institute,Assistant Professor (Sr Res),69744,12
HHS - Sch of Bio/Pop Hlth Sci,Project Coordinator,60120,12
ASF - COMES - Newport Exp Sta,Research Associate (Post Doc),47424,12
XEM - Admissions,Sr. Assoc. Dir-Recruit & Mktg,93204,12
MSA - Counseling Center,Mgr-Case & Crisis Care Coord,70884,12
SMB - Microbiology (Science),Associate Professor,99468,9
ABP - Ag Botany / Plant Path,Senior Faculty Research Asst I,47460,12
HHS - Hlth Hum Sci SW Outreach,Motorcycle Safety Instructor,54072,12
AED - General Agriculture,Associate Professor,82206,9
HHS - Sch of Bio/Pop Hlth Sci,Associate Professor,98037,9
HHS - Hlth Hum Sci SW Outreach,Motorcycle Safety Instructor,45804,12
EMM - Sch of Mech/Ind/Mfg Engr,Assistant Professor,99486,9
ACS - Crop/Soil Extn Field Fac,Assistant Professor (Practice),62232,12
ABP - Ag Botany / Plant Path,Faculty Research Assistant,35376,12
HHS - Hlth Hum Sci SW Outreach,Motorcycle Safety Instructor,40560,12
QFA - Human Resources-Central,Sr Emp/Labor Rel Officer,77004,12
DAA - Faculty Affairs Admin,Policy & Standards Prgm Dir,111948,12
UPR - Institutional Diversity,Asst VP-Strateg Diversity Init,105300,12
BUS - College of Business Dept,Prog-Mngr Student Engagement,55836,12
TEX - Ext Computer Svc Admin,Coord-Web Tech/Media Support,65760,12
MHD - Univ Housing and Dining,"Dir Marktg&Comm, AsocDir-UHDS",105132,12
XEM - Pre-College Programs,Spec-Gear Up Res and Eval,63624,12
AHT - Horticulture,Assistant Professor,79020,9
QCP - Capital Planning & Devlp,Project Manager,88140,12
VTH - Vet Teaching Hospital,CT/Radiology/Flouroscopy Tech,72396,12
PHR - Pharmacy Professnl Instr,Research Associate,53580,12
CLA - Sch of Hist Phil & Rel,Senior Instructor I,57834,9
RDR - Linus Pauling Institute,Assistant Professor (Sr Res),71340,12
OAS - Ship Operations,Marine Superintendent,12e4,12
CLA - Sch of Hist Phil & Rel,Professor,94176,9
VBS - Vet Biomedical Science,Research Associate,40476,12
CLA - School of Public Policy,Assistant Professor,80865,9
"OAS - Earth, Ocean & Atmo Sci",Senior Faculty Research Asst I,70044,12
YIA - Intercolleg Athletics,Deputy Dir-Administration,175056,12
AHT - Horticulture,Asst Professor (Sr Research),70008,12
ABP - Ag Botany / Plant Path,Senior Faculty Research Asst I,56016,12
RIP - VP for Research,Officer-Contracts,68868,12
HHS - Hlth Hum Sci SW Outreach,Motorcycle Safety Instructor,46800,12
DAA - Social Justc&SearchAdvoc,Assoc-Social Justice,74784,12
AFS - Food Science and Techno,Associate Professor,92250,9
HHS - Hlth Hum Sci SW Outreach,Motorcycle Safety Instructor,40560,12
YIA - Intercolleg Athletics,Trainer-Athletic Camps,51996,12
"OAS - Earth, Ocean & Atmo Sci",Assistant Professor (Sr Res),84e3,12
"OAS - Earth, Ocean & Atmo Sci",Senior Faculty Research Asst I,68004,12
"OAS - Earth, Ocean & Atmo Sci",Associate Professor,121464,12
***Change to 104000 eff 7/1/19,Market Research Coordinator,52284,12
ACS - Crop/Soil Extn Field Fac,Associate Professor,84840,12
CLA - Speech Communication,Professor,105543,9
SCH - Chemistry,Senior Instructor II,81312,12
JIS - Inst Analytcs & Reportng,Analyst-Senior Inst Research,78012,12
QFA - Human Res BC Ops - UABC,Human Resources Consultant 1,40488,12
RSG - Sea Grant,Director-Sea Grant,157284,12
XUS - OSU Global Opportunities,Mgr-International Program,56292,12
ESE - Sch Elect Engr/Comp Sci,Assistant Professor,106893,9
RIP - VP for Research,Assoc VP,213456,12
HHS - Hlth Hum Sci SW Outreach,Motorcycle Safety Instructor,42636,12
XEM - Financial Aid,Financial Aid Advisor,40992,12
ACS - Crop/Soil Sci Extension,Software Designer/Engineer,86220,12
YIA - Intercolleg Athletics,Trainer-Athletic Camps,51996,12
HHS - Sch of Bio/Pop Hlth Sci,Coordinator-Outreach Program,62064,12
AGA - College of Ag Admin,Student Engagement Coordinator,70008,12
SPH - Physics,Senior Instructor I,68202,9
"OAS - Earth, Ocean & Atmo Sci",Dir-GIScience,59844,12
PHR - Pharmacy Professnl Instr,Staff Pharmacist,110244,12
ABE - Biol & Ecol Engineering,Senior Faculty Research Asst I,63216,12
CLA - Sch of Psychological Sci,Advisor-Academic,46164,12
QFS - Facilities Ops & Maint,Supv-Energy Operations,91092,12
AHT - Horticulture Extension,Professor,140076,12
ESE - Sch Elect Engr/Comp Sci,Associate Professor,125694,9
AEU - Eastern Ore Univ Ag Prg,Assistant Professor,82134,9
ECC - Sch of Civil/Constr Engr,Associate Professor,105264,9
RDR - Linus Pauling Institute,Research Associate,53796,12
VBS - Vet Biomedical Science,Faculty Research Assistant,51120,12
JIS - Inst Analytcs & Reportng,Assist Dir-Institutional Resea,84048,12
CLA - Sch of Hist Phil & Rel,Senior Instructor I,61020,9
RDR - AdvTech&MftgInst (ATAMI),R&D Engineer Specialist,107760,12
QFA - Human Res BC Ops - AABC,HR Consultant Technician,48492,12
CLA - Sch of Wrtg Lit & Film,Assistant Professor,72171,9
TEX - Ext/Exp S Communications,Multimedia Tech Designer,62280,12
MHD - Dining Centers,UHDS- Assistant Manager,45504,12
QFA - Human Resources-Central,Inter Dir HR Strateg/Partners,12e4,12
ANW - North Willamette Exp Sta,Faculty Research Assistant,45900,12
YIA - Intercolleg Athletics,Dir-Graphic Design,65520,12
VTH - Vet Teaching Hospital,Process Improvement Manager,77256,12
CLA - School of Public Policy,Professor,150102,9
"OAS - Earth, Ocean & Atmo Sci",Research Associate,64332,12
HHS - EXT 4-H YouthDev OffCmps,Associate Professor,77508,12
VCS - Vet Clinical Sciences,Associate Professor,151848,12
FOR - Forest Ecosyst & Society,Assistant Professor,89307,9
SZO - Integrative Biology,Professor,121032,9
MSA - International Services,International Stdnt Case Mngr,58308,12
TEX - Ext Yamhill Co Office,Administrator Office Manager,55032,12
LCB - Community Relatns/Admin,"Asst Dir, Dining/Aux Services",78e3,12
RIP - VP for Research,Legal & Compliance Mgr,75708,12
OAS - Ship Operations,Sensor Systems Engineer,76008,12
LCB - Acad Prog / Student Aff,Assistant Professor,123507,9
"OAS - Earth, Ocean & Atmo Sci",Assistant Professor,100956,12
***Change to 104000 eff 7/1/19,Dir-Course Develop & Training,98004,12
RIP - VP for Research,Managing Fiscal Coordinator,80844,12
AGA - College of Ag Admin,Mgr-Resch Advance Program,70152,12
ECB - Sch of Chem/Bio/Envr Eng,Academic Advisor,49500,12
NLS - Conference Services,Mgr-Conf & Registration,60732,12
CLA - School of Public Policy,Professor,139833,9
MSA - International Services,Assistant Director,83556,12
TEX - Ext Linn County Office,Administrative Office Manager,55536,12
MSA - Counseling Center,Mental Health Promotion Coord,57072,12
HHS - Hlth Hum Sci SW Outreach,Motorcycle Safety Instructor,41604,12
AHE - Hermiston Exp Sta,Center Operations Coord,69900,12
SZO - Integrative Biology,Professor,139122,9
ABP - Ag Botany / Plant Path,Research Associate (Post Doc),47004,12
ENS - Sch Nuclear Sci & Engr,Senior Faculty Research Asst I,82812,12
LCH - Housing & Dining Srvcs,Assistant Manager- Dining,45e3,12
SCH - Chemistry,Senior Instructor I,71436,12
ECC - Sch of Civil/Constr Engr,Professor,161271,9
ESE - Sch Elect Engr/Comp Sci,Professor,167193,9
AFW - Fisheries and Wildlife,Research Associate (Post Doc),54096,12
NLS - Conference Services,"Mgr-Event Services, LSC",59892,12
"OAS - Earth, Ocean & Atmo Sci",Faculty Research Assistant,45372,12
XEM - The SMILE Program,SMILE Asst Director,63876,12
ESE - Sch Elect Engr/Comp Sci,School Head,280008,12
MSA - Acad Svcs Stdnt Athletes,Academic Counselor,53004,12
HHS - EXT 4-H YouthDev OffCmps,Associate Professor,77676,12
PHR - Pharmacy Professnl Instr,Corporate Business Dev Mgr,97476,12
ECC - Sch of Civil/Constr Engr,Assistant Professor,9e4,9
ABP - Ag Botany / Plant Path,Research Associate (Post Doc),46356,12
TEX - Ext Jackson Co Office,Land Steward/Ntrl Res Coord,53052,12
QFA - Sr Assoc VP Fin & Admin,Director of Info Tech,12e4,12
HHS - Hlth Hum Sci SW Outreach,Motorcycle Safety Instructor,36432,12
VCS - Vet Clinical Sciences,Administrator-Department,60168,12
HHS - Hlth Hum Sci SW Outreach,Motorcycle Safety Instructor,54072,12
HHS - Hlth Hum Sci SW Outreach,Motorcycle Safety Instructor,47844,12
ECC - Sch of Civil/Constr Engr,Mgr-Department,80340,12
ABP - Ag Botany / Plant Path,Assistant Professor (Sr Res),91296,12
JIS - IT Infrastructure Svcs,Executive Assistant,66672,12
"OAS - Earth, Ocean & Atmo Sci",Associate Professor,106344,12
"OAS - Earth, Ocean & Atmo Sci",Professor,110691,9
JIS - Client Services,"Director, Client Services",135612,12
HHS - EXT Fam/CommHlth OffCmps,Assistant Professor (Practice),57840,12
YIA - Intercolleg Athletics,Coord-Women’s Gymnastics,47064,12
"OAS - Earth, Ocean & Atmo Sci",Associate Professor,108720,12
***Change to 104000 eff 7/1/19,Administrator 3-Operations,84756,12
MHD - Univ Housing and Dining,Director of IT;Assoc Dir-UHDS,122124,12
HHS - Hlth Hum Sci SW Outreach,Motorcycle Safety Instructor,52008,12
HHS - EXT 4-H YouthDev OnCmps,Associate Professor,94536,12
MSA - International Services,Asst Dir-Intl Stdnt Success,70008,12
RIP - VP for Research,Executive Assistant,80112,12
AEB - EOARC - Burns Exp Sta,Office Mgr,50388,12
ASF - COMES - Newport Exp Sta,Assistant Professor,87561,9
MSA - Diversity/Cultural Engag,Asst.Dir-Native American LH,60480,12
"OAS - Earth, Ocean & Atmo Sci",Faculty Research Assistant,60240,12
***Change to 104000 eff 7/1/19,Assistant Director,72480,12
JIS - Web and Mobile Services,Dir-Web and Mobile Services,130812,12
HHS - Hlth Hum Sci SW Outreach,Motorcycle Safety Instructor,48876,12
QFA - Human Res BC Ops - AABC,HR Consultant Technician,42840,12
VMD - Veterinary Medicine,Assistant Professor (Clinical),111240,12
QBA - Business Affairs,Business Analyst,56760,12
YIA - Intercolleg Athletics,Mgr-Volleyball Operations,42924,12
HHS - Hlth Hum Sci SW Outreach,Motorcycle Safety Instructor,40560,12
"OAS - Earth, Ocean & Atmo Sci",Faculty Research Assistant,68508,12
MSA - Dean of Students,Exec Asst to the Dean,80028,12
AFS - Food Science and Techno,Faculty Research Assistant,62004,12
VTH - Vet Teaching Hospital,Diagnostic Imaging Supervisor,79296,12
FOR - Forest Eng/Resourcs/Mgmt,Faculty Research Assistant,52548,12
HHS - Hlth Hum Sci SW Outreach,Motorcycle Safety Instructor,40596,12
ENG - College of Engineering,Professor,142641,9
HHS - Hlth Hum Sci SW Outreach,Motorcycle Safety Instructor,47844,12
AMM - Marine Mammal Institute,Coordinator-Prog Admin,59760,12
MHD - Dining Centers,Sous Chef,46416,12
RDR - CIMRS (Inst/Marine Res),Faculty Research Assistant,59292,12
XEM - Financial Aid,Office Mgr,61176,12
PHR - Pharmacy Professnl Instr,Professor (Clinical),166296,12
HHS - Hlth Hum Sci SW Outreach,Motorcycle Safety Instructor,46848,12
ATX - Enviro / Molecular Toxic,Professor,150840,9
NLS - Conference Services,Assoc Dir-Conference Services,76524,12
HHS - EXT 4-H YouthDev OffCmps,Instructor,52536,12
YIA - Intercolleg Athletics,Asst Coach-Women’s Soccer,58008,12
QTS - Transportation Services,"Director, Transportation Serv",125988,12
CLA - Sch of Wrtg Lit & Film,Associate Dean,131412,12
QFA - Human Resources-Central,Human Resources Consultant 2,51e3,12
OAS - Ship Operations,Marine Sci Technological Dir,134808,12
HHS - EXT 4-H YouthDev OffCmps,Associate Professor,93012,12
HHS - EXT 4-H YouthDev OffCmps,Coord-4H Program,70536,12
ECB - Sch of Chem/Bio/Envr Eng,Advisor-Academic,48492,12
BUS - College of Business Dept,Digital Communications Manager,63e3,12
"OAS - Earth, Ocean & Atmo Sci",Assistant Professor,87648,12
XUS - OSU Global Opportunities,Resident Dir-OUS France,53676,12
TEX - Ext Jefferson Co Office,Agricultural Literacy Coord,6e4,12
HHS - Public Hlth/HumanSci Adm,Academic Advisor,47004,12
MRS - Recreational Sports,Coord-Intramural Sports,59748,12
ANW - North Willamette Exp Sta,Assistant Professor,81432,9
FOR - Forest Eng/Resourcs/Mgmt,Senior Instructor II,112896,12
HHS - EXT Fam/CommHlth OnCmps,Faculty Research Assistant,52956,12
SMT - Mathematics,Advisor-Academic,55524,12
FOR - Forest Eng/Resourcs/Mgmt,Associate Professor,131412,12
"OAS - Earth, Ocean & Atmo Sci",Senior Faculty Research AsstII,96072,12
YIA - Intercolleg Athletics,Head Coach-Men’s Rowing,72e3,12
"OAS - Earth, Ocean & Atmo Sci",Faculty Research Assistant,51804,12
INT - INTO OSU Program,Instructor (ESL),44448,12
HHS - Public Hlth/HumanSci Adm,Dir-Accreditation/Assessment,95004,12
ABP - Ag Botany / Plant Path,Faculty Research Assistant,48600,12
OAS - Ship Operations,Chief Cook-Oceanus,47844,12
HHS - EXT 4-H YouthDev OffCmps,Associate Professor,85164,12
FOR - Ext Forestry OFF Campus,Associate Professor,83292,12
MHD - Dining Centers,Chef de Cuisine - Catering,56004,12
MSA - Counseling Center,Psychologist,75456,12
XEM - Admissions,Sr.AsstDir-MulticultureRecruit,62508,12
SCH - Chemistry,Instructor,6e4,12
"OAS - Earth, Ocean & Atmo Sci",Professor,130779,9
CLA - Sch of Psychological Sci,Coordinator-Academic Program,75948,12
HHS - Hlth Hum Sci SW Outreach,Motorcycle Safety Instructor,43680,12
HHS - EXT Fam/CommHlth OnCmps,Coord-Nutrition Education,73008,12
ESE - Sch Elect Engr/Comp Sci,Senior Instructor I,111036,12
ABP - Ag Botany / Plant Path,Professor,132048,12
LCB - Acad Prog / Student Aff,Associate Professor,62730,9
MRS - Recreational Sports,Executive Assistant,52080,12
HHS - Sch of Bio/Pop Hlth Sci,Research Associate,63720,12
HHS - Faculty/Staff Fitness,FSF Instructor,36228,12
HHS - EXT Fam/CommHlth OnCmps,Sabbatical,101868,12
ESE - Sch Elect Engr/Comp Sci,Associate Professor,127440,9
FOR - College of Forestry Adm,Executive Assistant,85644,12
BUS - College of Business Dept,Recruitment Coordinator,36228,12
ECB - Sch of Chem/Bio/Envr Eng,Professor,142659,9
"CLA - Sch Lang, Culture & Soc",Professor,87570,9
"OAS - Earth, Ocean & Atmo Sci",Senior Faculty Research Asst I,55932,12
AGD - Ag Sci Computer Services,Assistant Director-CAS IT,75756,12
FOR - Forest Ecosyst & Society,Faculty Research Assistant,37500,12
ENS - Sch Nuclear Sci & Engr,Professor,142452,9
RSG - Sea Grant,Communications Manager,86556,12
HHS - Hlth Hum Sci SW Outreach,Motorcycle Safety Instructor,54072,12
OAS - Ship Operations,Supt-Marine Tech,96972,12
AHE - Hermiston Exp Sta,Riparian Entomologist,98484,12
YIA - Intercolleg Athletics,Asst Coach-Football,15e4,12
"OAS - Earth, Ocean & Atmo Sci",Assistant Professor,88872,12
MSI - Stdnt Leadershp & Involv,Ex Dir-Stdnt Exper & Engagmnt,155700,12
RDR - Water/Watershed Institut,Faculty Research Assistant,68436,12
KED - College of Education,Coord-Edu Tchers Perf Assess,63900,12
ABP - Ag Botany / Plant Path,Research Associate (PostDoc),47004,12
AAR - Applied Economics,Professor,224352,12
ENS - Sch Nuclear Sci & Engr,Professor,143577,9
MSA - Career Development Ctr,Assist Dir-Career Development,65412,12
BUS - College of Business Dept,Professor,173079,9
HHS - Hlth Hum Sci SW Outreach,Motorcycle Safety Instructor,40572,12
ACS - Crop/Soil Extn Field Fac,Associate Professor (Practice),87660,12
MSA - International Services,Advisor-International Student,53016,12
EMM - Sch of Mech/Ind/Mfg Engr,Assistant Professor,100143,9
SST - Statistics (Science),Professor,124272,9
CLA - Art Department,Associate Professor,77004,9
"OAS - Earth, Ocean & Atmo Sci",Senior Instructor II,104364,12
ABP - Ag Botany / Plant Path,Research Associate,51216,12
ENS - Sch Nuclear Sci & Engr,Associate Professor,108963,9
BUS - College of Business Dept,Professor,181728,9
SCH - Chemistry,Senior Fac Research Asst I,70812,12
BUS - College of Business Dept,Assistant Professor,160965,9
AHT - Horticltr Extn Field Fac,Associate Professor,85068,12
QBA - Business Affairs,HRIS Analyst,56820,12
"CLA - Sch Lang, Culture & Soc",Assistant Professor,63009,9
FOR - Forest Ecosyst & Society,Research Associate,78504,12
